District,Parish,Sub County
MAYUGE,KIGULU,KIGANDALO
MAYUGE,KYOGA,KIGANDALO
MAYUGE,MALEKA,KIGANDALO
MAYUGE,BUBINGE,KITYERERA
MAYUGE,BUKALENZI,KITYERERA
MAYUGE,KITOVU,KITYERERA
MAYUGE,KITYERERA,KITYERERA
MAYUGE,NDAIGA,KITYERERA
MAYUGE,WANDEGEYA,KITYERERA
MBALE,BUGUMBA,NORTHERN DIVISION
MBALE,IGAMBA,NORTHERN DIVISION
MBALE,MUTUKULA,NORTHERN DIVISION
MBALE,NKAATU,NORTHERN DIVISION
MBALE,NKONO,NORTHERN DIVISION
MBALE,KIJUGUTA,NORTHERN DIVISION
MBALE,LOWER BUGONGI,NORTHERN DIVISION
MBALE,RUTOOMA,NORTHERN DIVISION
MBALE,UPPER BUGONGI,NORTHERN DIVISION
MBALE,BUWANUME,NORTHERN DIVISION
MBALE,KAMULI SABAWALI,NORTHERN DIVISION
MBALE,KASOIGO,NORTHERN DIVISION
MBALE,MUWEBWA,NORTHERN DIVISION
MBALE,NAMISAMBYA II,NORTHERN DIVISION
MBALE,BUBYANGU,BUBYANGU
MBALE,BUKIKOSO,BUBYANGU
MBALE,BUMADANDA,BUBYANGU
MBALE,BUNABIGUBO,BUBYANGU
MBALE,BUNABURORI,BUBYANGU
MBALE,BUNAMORI,BUBYANGU
MBALE,BUNAWUZI,BUBYANGU
MBALE,KILAYI,BUBYANGU
MBALE,LUSAMENTA,BUBYANGU
MBALE,BUDWALE,BUDWALE
MBALE,BUKINGALA,BUDWALE
MBALE,BUNAMAHE,BUDWALE
MBALE,BUWANANGADI,BUDWALE
MBALE,BUKOBE,BUFUMBO
MBALE,BUMAGIRA,BUFUMBO
MBALE,BUMUSIRI,BUFUMBO
MBALE,BUNAMAJJE,BUFUMBO
MBALE,BUZALANGIZO,BUFUMBO
MBALE,JEWA,BUFUMBO
MBALE,KAMA,BUFUMBO
MBALE,BUKASAKYA,BUKASAKYA
MBALE,DOKO,BUKASAKYA
MBALE,MARALE,BUKASAKYA
MBALE,NABITILI,BUKASAKYA
MBALE,TSABANYANYA,BUKASAKYA
MBALE,BUMAENA,BUKIENDE
MBALE,BUMUTSOPA,BUKIENDE
MBALE,BUNASHIMOLO,BUKIENDE
MBALE,BUNGWANYI,BUKIENDE
MBALE,BURUKURU,BUKIENDE
MBALE,BUSHANGI,BUKIENDE
MBALE,ISANGO,BUKIENDE
MBALE,BULWETA,BUKONDE
MBALE,BUMULUYA,BUKONDE
MBALE,BUMUYAGA,BUKONDE
MBALE,NANYUNZA,BUKONDE
MBALE,LUBAALE,BUMASIKYE
MBALE,LWABOBA,BUMASIKYE
MBALE,MUANDA,BUMASIKYE
MBALE,TOMA,BUMASIKYE
MBALE,BUFUYA,BUMBOBI
MBALE,BUKHUMWA,BUMBOBI
MBALE,BUMBOBI,BUMBOBI
MBALE,BUSAMBE,BUMBOBI
MBALE,BUBIRABI,BUNGOKHO
MBALE,BUMAGENI,BUNGOKHO
MBALE,BUSHIKORI,BUNGOKHO
MBALE,KHAMOTO,BUNGOKHO
MBALE,LWAMBOGO,BUNGOKHO
MBALE,MALUKHU,INDUSTRIAL DIVISON
MBALE,MASABA,INDUSTRIAL DIVISON
MBALE,NAMATALA,INDUSTRIAL DIVISON
MBALE,SOUTH CENTRAL,INDUSTRIAL DIVISON
MBALE,IUIU,NORTHERN DIVISION
MBALE,NABUYONGA,NORTHERN DIVISION
MBALE,NAMAKWEKWE,NORTHERN DIVISION
MBALE,NKOMA,NORTHERN DIVISION
MBALE,NORTH CENTRAL,NORTHERN DIVISION
MBALE,BOMA,WANALE DIVISION
MBALE,BUSAMAGA EAST,WANALE DIVISION
MBALE,BUSAMAGA WEST,WANALE DIVISION
MBALE,MOONI,WANALE DIVISION
MBALE,MUKHUBU,WANALE DIVISION
MBALE,BOMA NORTH,NORTHERN DIVISION
MBALE,SOUTH,NORTHERN DIVISION
MBALE,CAMP SWAHILI,NORTHERN DIVISION
MBALE,KICHINJAJI,NORTHERN DIVISION
MBALE,MADERA,NORTHERN DIVISION
MBALE,PIONEER,NORTHERN DIVISION
MBARARA,BURAMBA,RUBAYA
MBARARA,KARUJANGA,RUBAYA
MBARARA,KIBUGA,RUBAYA
MBARARA,KITOOMA,RUBAYA
MBARARA,RWANYENA,RUBAYA
MBARARA,KAMUSHOKO,BUBAARE
MBARARA,KASHAKA,BUBAARE
MBARARA,KATOJO,BUBAARE
MBARARA,MUGARUTSYA,BUBAARE
MBARARA,RUGARAMA,BUBAARE
MBARARA,RWENSHANKU,BUBAARE
MBARARA,BUKIRO,BUKIRO
MBARARA,NYANJA,BUKIRO
MBARARA,NYARUBUNGO,BUKIRO
MBARARA,RUBINGO,BUKIRO
MBARARA,BWENGURE,KAGONGI
MBARARA,KIBINGO,KAGONGI
MBARARA,KYANDAHI,KAGONGI
MBARARA,NGANGO,KAGONGI
MBARARA,NSIIKA,KAGONGI
MBARARA,NTUURA,KAGONGI
MBARARA,MIRONGO,KASHARE
MBARARA,MITOOZO,KASHARE
MBARARA,NCHUNE,KASHARE
MBARARA,NYABISIRIRA,KASHARE
MBARARA,BUNENERO,RUBAYA
MBARARA,ITARA,RUBAYA
MBARARA,RUBURARA,RUBAYA
MBARARA,RUHUNGA,RUBAYA
MBARARA,RUSHOZI,RUBAYA
MBARARA,BITSYA,RUBINDI
MBARARA,KABARE,RUBINDI
MBARARA,KARIRO,RUBINDI
MBARARA,KARWENSANGA,RUBINDI
MBARARA,NYAMIRIRO,RUBINDI
MBARARA,RWAMUHIGI,RUBINDI
MBARARA,KAKYERERE,RWANYAMAHEMBE
MBARARA,KATYAZO,RWANYAMAHEMBE
MBARARA,MABIRA,RWANYAMAHEMBE
MBARARA,RUTOOMA,RWANYAMAHEMBE
MBARARA,RWEBISHEKYE,RWANYAMAHEMBE
MBARARA,BIHARWE,BIHARWE DIVISION
MBARARA,BIHARWE TOWN BOARD,BIHARWE DIVISION
MBARARA,KISHASHA,BIHARWE DIVISION
MBARARA,NYABUHAAMA,BIHARWE DIVISION
MBARARA,NYAKINENGO,BIHARWE DIVISION
MBARARA,RWENJERU,BIHARWE DIVISION
MBARARA,BUNUTSYA,KAKIIKA DIVISION
MBARARA,KAKIIKA,KAKIIKA DIVISION
MBARARA,KAKOMA,KAKIIKA DIVISION
MBARARA,NYARUBANGA,KAKIIKA DIVISION
MBARARA,RWEMIGINA,KAKIIKA DIVISION
MBARARA,BUGASHE,NYAKAYOJO DIVISION
MBARARA,KATOJO,NYAKAYOJO DIVISION
MBARARA,KICHWAMBA,NYAKAYOJO DIVISION
MBARARA,NYARUBUNGO II,NYAKAYOJO DIVISION
MBARARA,RUKINDO,NYAKAYOJO DIVISION
MBARARA,RWAKISHAKIIZI,NYAKAYOJO DIVISION
MBARARA,KAKOBA,KAKOBA DIVISION
MBARARA,NYAMITYOBORA,KAKOBA DIVISION
MBARARA,KAMUKUZI,KAMUKUZI DIVISION
MBARARA,RUHARO,KAMUKUZI DIVISION
MBARARA,KATETE,NYAMITANGA DIVISION
MBARARA,RUTI,NYAMITANGA DIVISION
MBARARA,KABARAMA,BUGAMBA
MBARARA,KAMOMO,BUGAMBA
MBARARA,KIBINGO,BUGAMBA
MBARARA,KITOJO,BUGAMBA
MBARARA,NGUGO,BUGAMBA
MBARARA,NYARUHANDAGAZI,BUGAMBA
MBARARA,RWEIBOGO,BUGAMBA
MBARARA,BUSHWERE,MWIZI
MBARARA,KIGAAGA,MWIZI
MBARARA,NGOMA,MWIZI
MBARARA,RUKARABO,MWIZI
MBARARA,RYAMIYONGA,MWIZI
MBARARA,BUJAGA,NDEIJA
MBARARA,KAKIGAANI,NDEIJA
MBARARA,KIBAARE,NDEIJA
MBARARA,KONGORO,NDEIJA
MBARARA,NDEIJA,NDEIJA
MBARARA,NYAKAIKARA,NDEIJA
MBARARA,NYEIHANGA,NDEIJA
MBARARA,RWENSINGA,NDEIJA
MBARARA,KITUNGURU,RUGANDO
MBARARA,MIRAMA,RUGANDO
MBARARA,NYABIKUNGU,RUGANDO
MBARARA,NYAKABARE,RUGANDO
MBARARA,NYARUBUNGO,RUGANDO
MBARARA,BUBAARE,BUBAARE
MBARARA,BUSHURA,BUBAARE
MBARARA,IHANGA,BUBAARE
MBARARA,KAGARAMA,BUBAARE
MBARARA,KASHENYI,BUBAARE
MBARARA,KIBUZIGYE,BUBAARE
MBARARA,KITOJO,BUBAARE
MBARARA,MUYANJA,BUBAARE
MBARARA,NYAMIYAGA,BUBAARE
MITOOMA,BISANJE,KABIRA
MITOOMA,BWAMIJJA,KABIRA
MITOOMA,KYANIKA,KABIRA
MITOOMA,NDOLO,KABIRA
MITOOMA,NJALA,KABIRA
MITOOMA,BUGONGO,BITEREKO
MITOOMA,BUSHEREGYENYI,BITEREKO
MITOOMA,KARANGARA,BITEREKO
MITOOMA,KARIMBIRO,BITEREKO
MITOOMA,KIBARE,BITEREKO
MITOOMA,KIGARAMA,BITEREKO
MITOOMA,NYAKASHOJWA,BITEREKO
MITOOMA,BUHARAMBO,KABIRA
MITOOMA,NYABUBAARE,KABIRA
MITOOMA,NYAKATEETE,KABIRA
MITOOMA,RUREHE NORTH,KABIRA
MITOOMA,BWERA,KANYABWANGA
MITOOMA,KANYABWANGA,KANYABWANGA
MITOOMA,KASHONGORERO,KANYABWANGA
MITOOMA,KATI,KANYABWANGA
MITOOMA,RUCENCE,KANYABWANGA
MITOOMA,BUKARI,KASHENSHERO
MITOOMA,BUKUBA,KASHENSHERO
MITOOMA,KIRERA,KASHENSHERO
MITOOMA,KYANZAIRE,KASHENSHERO
MITOOMA,NYAKATOOMA,KASHENSHERO
MITOOMA,CENTRAL,KASHENSHERO TOWN COUNCIL
MITOOMA,NYARUBIRA BURERA,KASHENSHERO TOWN COUNCIL
MITOOMA,WARD  I,KASHENSHERO TOWN COUNCIL
MITOOMA,WARD II,KASHENSHERO TOWN COUNCIL
MITOOMA,BITOOMA,KATENGA
MITOOMA,IGAMBIRO,KATENGA
MITOOMA,KIREMBE,KATENGA
MITOOMA,RUKARARWE,KATENGA
MITOOMA,IRARAMIRA,KIYANGA
MITOOMA,KASHASHA,KIYANGA
MITOOMA,KIERABWA,KIYANGA
MITOOMA,KIYANGA,KIYANGA
MITOOMA,RWOBURUNGA,KIYANGA
MITOOMA,KATAGATA,MAYANGA
MITOOMA,MAYANGA,MAYANGA
MITOOMA,RWAMUJURA,MAYANGA
MITOOMA,RWANJA EAST,MAYANGA
MITOOMA,IJUMO,MITOOMA
MITOOMA,KATUNDA,MITOOMA
MITOOMA,MUSHUNGA,MITOOMA
MITOOMA,NKINGA,MITOOMA
MITOOMA,NYAKISHOJWA,MITOOMA
MITYANA,KABOWA,CENTRAL DIVISION
MITYANA,KAWOTTO,CENTRAL DIVISION
MITYANA,KIKAWULA,CENTRAL DIVISION
MITYANA,NAKAZADDE,CENTRAL DIVISION
MITYANA,NAMENGO,CENTRAL DIVISION
MITYANA,BULIGO,CENTRAL DIVISION
MITYANA,KASOKOSO,CENTRAL DIVISION
MITYANA,NABIDONGHA,CENTRAL DIVISION
MITYANA,NABIDONGHA PRISON,CENTRAL DIVISION
MITYANA,NAKAVULE,CENTRAL DIVISION
MITYANA,WALUGOGO,CENTRAL DIVISION
MITYANA,CENTRAL EAST,CENTRAL DIVISION
MITYANA,CENTRAL WEST,CENTRAL DIVISION
MITYANA,MAGWA,CENTRAL DIVISION
MITYANA,OLD BOMA,CENTRAL DIVISION
MITYANA,BUTOBERE,CENTRAL DIVISION
MITYANA,CENTRAL,CENTRAL DIVISION
MITYANA,NYABIKONI,CENTRAL DIVISION
MITYANA,NYAKAHITA,CENTRAL DIVISION
MITYANA,BUKESA,CENTRAL DIVISION
MITYANA,CIVIC CENTRE,CENTRAL DIVISION
MITYANA,INDUSTRIAL AREA,CENTRAL DIVISION
MITYANA,KAGUGUBE,CENTRAL DIVISION
MITYANA,KAMWOKYA I,CENTRAL DIVISION
MITYANA,KAMWOKYA II,CENTRAL DIVISION
MITYANA,KISENYI I,CENTRAL DIVISION
MITYANA,KISENYI II,CENTRAL DIVISION
MITYANA,KISENYI III,CENTRAL DIVISION
MITYANA,BARAWA,CENTRAL DIVISION
MITYANA,CHEMONGES,CENTRAL DIVISION
MITYANA,CHEPSIKIROI,CENTRAL DIVISION
MITYANA,KAPSINDA,CENTRAL DIVISION
MITYANA,KAWOWO,CENTRAL DIVISION
MITYANA,KOKWOMURYA,CENTRAL DIVISION
MITYANA,BASE CAMP,CENTRAL DIVISION
MITYANA,KAMAIBA,CENTRAL DIVISION
MITYANA,KIREMBE,CENTRAL DIVISION
MITYANA,NYAKABINGO II,CENTRAL DIVISION
MITYANA,RAILWAY,CENTRAL DIVISION
MITYANA,TOWN CENTRE,CENTRAL DIVISION
MITYANA,TOWN,CENTRAL DIVISION
MITYANA,WESTLAND A,CENTRAL DIVISION
MITYANA,WESTLAND B,CENTRAL DIVISION
MITYANA,KOTIDO CENTRAL,CENTRAL DIVISION
MITYANA,KOTIDO EAST,CENTRAL DIVISION
MITYANA,KOTIDO NORTH,CENTRAL DIVISION
MITYANA,KOTIDO RURAL,CENTRAL DIVISION
MITYANA,KOTIDO WEST,CENTRAL DIVISION
MITYANA,NARIKAPET,CENTRAL DIVISION
MITYANA,BAZAAR,CENTRAL DIVISION
MITYANA,IREDA EAST,CENTRAL DIVISION
MITYANA,IREDA WEST,CENTRAL DIVISION
MITYANA,SENIOR QUARTERS,CENTRAL DIVISION
MITYANA,TE-OBIA,CENTRAL DIVISION
MITYANA,CIVIC,CENTRAL DIVISION
MITYANA,SOUTHERN,CENTRAL DIVISION
MITYANA,WESTERN,CENTRAL DIVISION
MITYANA,BBANDA,BBANDA
MITYANA,BUZIBAZZI,BBANDA
MITYANA,KANYALE,BBANDA
MITYANA,KAYANGA,BBANDA
MITYANA,MPONGO,BBANDA
MITYANA,BULUMA,BUTAYUNJA
MITYANA,KITEBERE,BUTAYUNJA
MITYANA,KITONGO,BUTAYUNJA
MITYANA,NAKAZIBA,BUTAYUNJA
MITYANA,NGANDWE,BUTAYUNJA
MITYANA,KAKINDU TOWN BOARD,KAKINDU
MITYANA,MWERA,KAKINDU
MITYANA,NGUGULO,KAKINDU
MITYANA,NSAMBYA,KAKINDU
MITYANA,VVUMBE,KAKINDU
MITYANA,KASOTA,MAANYI
MITYANA,KIMULI,MAANYI
MITYANA,KIVUUVU,MAANYI
MITYANA,MISIGI,MAANYI
MITYANA,NAMUTUNKU,MAANYI
MITYANA,NFUMBYE,MAANYI
MITYANA,SSERINNYA,MAANYI
MITYANA,KANYANYA,MALANGALA
MITYANA,KIWAWU,MALANGALA
MITYANA,MAGONGA,MALANGALA
MITYANA,NABATTU,MALANGALA
MITYANA,ZIGOTI,MALANGALA
MITYANA,BAKIJJULULA,BULERA
MITYANA,BULAMU,BULERA
MITYANA,BULERA,BULERA
MITYANA,KIBAALE,BULERA
MITYANA,KIBOGO,BULERA
MITYANA,KITEMU,BULERA
MITYANA,LUSANJA,BULERA
MITYANA,MISEEBE,BULERA
MITYANA,NABUMBUGU,BULERA
MITYANA,BUSUNJU TOWN BOARD,BUSUNJU TOWN COUNCIL
MITYANA,BUJAAYU,KALANGAALO
MITYANA,BUSEMBI,KALANGAALO
MITYANA,KALAMA,KALANGAALO
MITYANA,KALANGAALO,KALANGAALO
MITYANA,KIKUBE,KALANGAALO
MITYANA,KIKUUTA,KALANGAALO
MITYANA,KIRYOKYA,KALANGAALO
MITYANA,KITEREDDE,KALANGAALO
MITYANA,KIYOGANYI,KALANGAALO
MITYANA,BBAMBULA,KIKANDWA
MITYANA,KIKANDWA,KIKANDWA
MITYANA,KIKUNYU,KIKANDWA
MITYANA,LUWUNGA,KIKANDWA
MITYANA,NAKWAYA,KIKANDWA
MITYANA,NAMIGAVU,KIKANDWA
MITYANA,NAMWENE,KIKANDWA
MITYANA,WATTUBA,KIKANDWA
MITYANA,KASANGULA,NAMUNGO
MITYANA,KISAANA,NAMUNGO
MITYANA,KITEETE,NAMUNGO
MITYANA,MPIRIGGWA,NAMUNGO
MITYANA,MUGULU,NAMUNGO
MITYANA,NAMUNGO,NAMUNGO
MITYANA,BUKOOBA,SSEKANYONYI
MITYANA,BULYANKUYEGE,SSEKANYONYI
MITYANA,KABBEGA,SSEKANYONYI
MITYANA,KAGEREKAMU,SSEKANYONYI
MITYANA,KASIIKOMBE,SSEKANYONYI
MITYANA,KIDUUZI,SSEKANYONYI
MITYANA,KYETUME,SSEKANYONYI
MITYANA,MAGALA,SSEKANYONYI
MITYANA,EAST,BUSIMBI DIVISION
MITYANA,KIREKU,BUSIMBI DIVISION
MITYANA,NAAMA,BUSIMBI DIVISION
MITYANA,NAKASEETA,BUSIMBI DIVISION
MITYANA,NORTH,BUSIMBI DIVISION
MITYANA,CENTRAL,CENTRAL DIVISION
MITYANA,KATAKALA,CENTRAL DIVISION
MITYANA,NAKIBANGA,CENTRAL DIVISION
MITYANA,WEST,CENTRAL DIVISION
MITYANA,BUSUUBIZI,TTAMU DIVISION
MITYANA,KABULE,TTAMU DIVISION
MITYANA,KABUWAMBO,TTAMU DIVISION
MITYANA,SOUTH,TTAMU DIVISION
MITYANA,TTAMU,TTAMU DIVISION
MITYANA,TTANDA,TTAMU DIVISION
MITYANA,GGULU,CENTRAL DIVISION
MITYANA,NAMUMIRA ANTHONY,CENTRAL DIVISION
MITYANA,NSUUBE KAUGA,CENTRAL DIVISION
MITYANA,NTAAWO,CENTRAL DIVISION
MITYANA,CENTRAL,CENTRAL DIVISION
MITYANA,JUKIA HILL,CENTRAL DIVISION
MITYANA,NAMTHIN,CENTRAL DIVISION
MITYANA,CENTRAL,CENTRAL DIVISION
MITYANA,KIKONI,CENTRAL DIVISION
MOROTO,BUGUMBA,NORTHERN DIVISION
MOROTO,IGAMBA,NORTHERN DIVISION
MOROTO,MUTUKULA,NORTHERN DIVISION
MOROTO,NKAATU,NORTHERN DIVISION
MOROTO,NKONO,NORTHERN DIVISION
MOROTO,KIJUGUTA,NORTHERN DIVISION
MOROTO,LOWER BUGONGI,NORTHERN DIVISION
MOROTO,RUTOOMA,NORTHERN DIVISION
MOROTO,UPPER BUGONGI,NORTHERN DIVISION
MOROTO,BUWANUME,NORTHERN DIVISION
MOROTO,KAMULI SABAWALI,NORTHERN DIVISION
MOROTO,KASOIGO,NORTHERN DIVISION
MOROTO,MUWEBWA,NORTHERN DIVISION
MOROTO,NAMISAMBYA II,NORTHERN DIVISION
MOROTO,IUIU,NORTHERN DIVISION
MOROTO,NABUYONGA,NORTHERN DIVISION
MOROTO,NAMAKWEKWE,NORTHERN DIVISION
MOROTO,NKOMA,NORTHERN DIVISION
MOROTO,NORTH CENTRAL,NORTHERN DIVISION
MOROTO,KAKINGOL,KATIKEKILE
MOROTO,LIA,KATIKEKILE
MOROTO,MUSAS,KATIKEKILE
MOROTO,MUSUPO,KATIKEKILE
MOROTO,NARENGENYA,KATIKEKILE
MOROTO,ACHERER,NADUNGET
MOROTO,KOMARET,NADUNGET
MOROTO,LOPUTUK,NADUNGET
MOROTO,LOTIRIR,NADUNGET
MOROTO,NADUNGET,NADUNGET
MOROTO,NAITAKWAE,NADUNGET
MOROTO,LOBUNEIT,RUPA
MOROTO,MOGOTH,RUPA
MOROTO,NAKADELI,RUPA
MOROTO,PUPU,RUPA
MOROTO,RUPA,RUPA
MOROTO,KATIKEKILE,TAPAC
MOROTO,KODONYO,TAPAC
MOROTO,LOYARABOTH,TAPAC
MOROTO,NAKWANGA,TAPAC
MOROTO,NATUMUKALE,TAPAC
MOROTO,TAPAC,TAPAC
MOROTO,BOMA NORTH,NORTHERN DIVISION
MOROTO,SOUTH,NORTHERN DIVISION
MOROTO,NEW CAMP-SWAHILI,SOUTHERN DIVISON
MOROTO,OLD CAMP-SWAHILI,SOUTHERN DIVISON
MOROTO,CAMP SWAHILI,NORTHERN DIVISION
MOROTO,KICHINJAJI,NORTHERN DIVISION
MOROTO,MADERA,NORTHERN DIVISION
MOROTO,PIONEER,NORTHERN DIVISION
MOYO,ARRA,DIFULE
MOYO,CINYI,DIFULE
MOYO,DIFULE,DIFULE
MOYO,LEBUBU,DIFULE
MOYO,GBALALA,LAROPI
MOYO,IDRIMARI,LAROPI
MOYO,LAROPI,LAROPI
MOYO,PANYANGA,LAROPI
MOYO,COLOA,LEFORI
MOYO,EBWEA,LEFORI
MOYO,GWERE,LEFORI
MOYO,MASALOA,LEFORI
MOYO,AYIRO,METU
MOYO,EREMI,METU
MOYO,PAJAKIRI,METU
MOYO,PAMERI,METU
MOYO,PAMOYI,METU
MOYO,PAMUJO,METU
MOYO,ALURU,MOYO
MOYO,EBIHWA,MOYO
MOYO,ERIA,MOYO
MOYO,LOGOBA,MOYO
MOYO,VURA,MOYO
MOYO,BESIA,MOYO TOWN COUNCIL
MOYO,CELECELEA,MOYO TOWN COUNCIL
MOYO,CENTRAL,MOYO TOWN COUNCIL
MOYO,ELENDEREA,MOYO TOWN COUNCIL
MOYO,ARINGAJOBI,ALIBA
MOYO,DILOKATA,ALIBA
MOYO,EWAFA,ALIBA
MOYO,INDILINGA,ALIBA
MOYO,GOPELE,GIMARA
MOYO,LIONGA,GIMARA
MOYO,LIWA,GIMARA
MOYO,LOMUNGA,GIMARA
MOYO,YAKINEMIJI,GIMARA
MOYO,DEMGBELE,ITULA
MOYO,KALI,ITULA
MOYO,LEGU,ITULA
MOYO,PAALUJO,ITULA
MOYO,PALORINYA,ITULA
MOYO,UBBI,ITULA
MOYO,WAKA,ITULA
MOYO,YENGA,ITULA
MPIGI,BBONGOLE,BUWAMA
MPIGI,BULUNDA,BUWAMA
MPIGI,BUNJAKKO,BUWAMA
MPIGI,BUYIJJA,BUWAMA
MPIGI,JALAMBA,BUWAMA
MPIGI,KAWUMBA,BUWAMA
MPIGI,LUBUGUMU,BUWAMA
MPIGI,MBIZZINYA,BUWAMA
MPIGI,NABITEETE,BUWAMA
MPIGI,BUTOOLO,KAMMENGO
MPIGI,KAMMENGO,KAMMENGO
MPIGI,KANYIKE,KAMMENGO
MPIGI,KYANJA,KAMMENGO
MPIGI,LUWALA,KAMMENGO
MPIGI,LWAGWA KIBANGA,KAMMENGO
MPIGI,MUSA,KAMMENGO
MPIGI,MUYIRA,KAMMENGO
MPIGI,KAVULE,KIRINGENTE
MPIGI,KIKONDO,KIRINGENTE
MPIGI,KOLOLO,KIRINGENTE
MPIGI,LUVUMBULA,KIRINGENTE
MPIGI,SEKIWUNGA,KIRINGENTE
MPIGI,BUKASA,KITUNTU
MPIGI,BUKEMBA,KITUNTU
MPIGI,KANTIINI,KITUNTU
MPIGI,KASOZI,KITUNTU
MPIGI,LUWUNGA,KITUNTU
MPIGI,MIGAMBA,KITUNTU
MPIGI,NKASI,KITUNTU
MPIGI,BUMOOZI,MPIGI TOWN COUNCIL
MPIGI,KAFUMU,MPIGI TOWN COUNCIL
MPIGI,KAKOOLA,MPIGI TOWN COUNCIL
MPIGI,KKONKOMA,MPIGI TOWN COUNCIL
MPIGI,KYALI,MPIGI TOWN COUNCIL
MPIGI,LWANGA,MPIGI TOWN COUNCIL
MPIGI,MAZIBA,MPIGI TOWN COUNCIL
MPIGI,WARD A,MPIGI TOWN COUNCIL
MPIGI,WARD B,MPIGI TOWN COUNCIL
MPIGI,BULEREJJE,MUDUUMA
MPIGI,JJEZA,MUDUUMA
MPIGI,LUGYO,MUDUUMA
MPIGI,MAGALA,MUDUUMA
MPIGI,MALIMA,MUDUUMA
MPIGI,MBAZZI,MUDUUMA
MPIGI,TIRIBOGO,MUDUUMA
MPIGI,BUKUNGE,NKOZI
MPIGI,BUSEESE,NKOZI
MPIGI,GGOLO,NKOZI
MPIGI,KAYABWE,NKOZI
MPIGI,MUGGE,NKOZI
MPIGI,NABUSANKE,NKOZI
MPIGI,NAKIBANGA,NKOZI
MPIGI,NNINDYE,NKOZI
MUBENDE,NALUWERERE,EASTERN DIVISION
MUBENDE,NKUSI,EASTERN DIVISION
MUBENDE,BWOLE,WESTERN DIVISION
MUBENDE,NDIFAKULYA,WESTERN DIVISION
MUBENDE,CENTRAL,EASTERN DIVISION
MUBENDE,NORTH C,EASTERN DIVISION
MUBENDE,NORTH EAST A,EASTERN DIVISION
MUBENDE,NORTH EAST B,EASTERN DIVISION
MUBENDE,SOUTH EAST,EASTERN DIVISION
MUBENDE,NORTH A,WESTERN DIVISION
MUBENDE,NORTH B,WESTERN DIVISION
MUBENDE,SOUTH WEST,WESTERN DIVISION
MUBENDE,KARUBANDA,SOUTHERN DIVISION
MUBENDE,KIRIGIME,SOUTHERN DIVISION
MUBENDE,MWANJARI,SOUTHERN DIVISION
MUBENDE,RUSHAKI,SOUTHERN DIVISION
MUBENDE,BUKWALI,EASTERN DIVISION
MUBENDE,KITUMBA,EASTERN DIVISION
MUBENDE,NJARA,EASTERN DIVISION
MUBENDE,NYAKAGONGO,EASTERN DIVISION
MUBENDE,BAZAAR,SOUTHERN DIVISION
MUBENDE,KASUSU,SOUTHERN DIVISION
MUBENDE,KIJANJU,SOUTHERN DIVISION
MUBENDE,KAGOTE,WESTERN DIVISION
MUBENDE,KIBIMBA,WESTERN DIVISION
MUBENDE,NYABUKARA,WESTERN DIVISION
MUBENDE,RWENGOMA,WESTERN DIVISION
MUBENDE,KAKAYO,KASAMBYA
MUBENDE,KIKAADA,KASAMBYA
MUBENDE,KYEBANDO,KASAMBYA
MUBENDE,MITEMBO,KASAMBYA
MUBENDE,BUSOTA,SOUTHERN DIVISION
MUBENDE,KAMULI  NAMWENDWA,SOUTHERN DIVISION
MUBENDE,MANDWA,SOUTHERN DIVISION
MUBENDE,MULAMBA,SOUTHERN DIVISION
MUBENDE,NANKULYAKU,SOUTHERN DIVISION
MUBENDE,KAPCHESIY,EASTERN DIVISION
MUBENDE,KAPCHESOMBE,EASTERN DIVISION
MUBENDE,KAPLAK,EASTERN DIVISION
MUBENDE,KIRWOKO,EASTERN DIVISION
MUBENDE,KWEEN,EASTERN DIVISION
MUBENDE,KWOTI,EASTERN DIVISION
MUBENDE,SIRON,EASTERN DIVISION
MUBENDE,TERYET,EASTERN DIVISION
MUBENDE,BASAR,WESTERN DIVISION
MUBENDE,KABAT,WESTERN DIVISION
MUBENDE,KAPENGURIA,WESTERN DIVISION
MUBENDE,KAPKWINGI,WESTERN DIVISION
MUBENDE,KAPLELKO,WESTERN DIVISION
